Id,SalePrice
1461,129293.05555555556
1462,149775.04285714286
1463,188710.11428571428
1464,187339.55873015878
1465,192951.11428571428
1466,183287.8
1467,172096.06952380956
1468,174033.9866666667
1469,185168.4866666667
1470,121576.61333333334
1471,192377.29333333336
1472,91560.1523809524
1473,99746.10476190476
1474,150687.6
1475,134160.52380952382
1476,398674.56123809534
1477,254527.71961904765
1478,308511.5217142857
1479,263708.4766666667
1480,484828.041968254
1481,311407.76819047617
1482,203647.10476190477
1483,172280.67866666667
1484,174471.02476190473
1485,172163.49266666666
1486,200525.08952380955
1487,337036.35073015874
1488,249168.73866666664
1489,205671.48476190478
1490,199733.9111111111
1491,184499.8
1492,103961.23174603173
1493,174821.90095238097
1494,291949.63838095235
1495,287178.6533333334
1496,234921.64133333333
1497,182866.4395238095
1498,155806.36876190477
1499,155280.57333333333
1500,154415.64133333333
1501,177156.71666666667
1502,148318.08266666663
1503,299742.434
1504,222600.583
1505,218519.56799999997
1506,169929.98571428575
1507,231901.26114285714
1508,207532.52495238095
1509,158107.7
1510,145222.8438095238
1511,140622.80333333334
1512,164674.53333333333
1513,152888.83333333337
1514,176426.93333333332
1515,166920.46666666667
1516,168163.03333333335
1517,155112.71492063493
1518,129417.95166666666
1519,235758.87333333332
1520,139544.8119047619
1521,142708.86428571425
1522,167418.6666666667
1523,115698.1337142857
1524,124865.49022222223
1525,128778.97142857141
1526,131103.33333333334
1527,96828.42
1528,127088.92000000001
1529,140439.88095238092
1530,160679.2619047619
1531,129955.89666666667
1532,108784.69333333331
1533,129699.95238095237
1534,120402.83428571429
1535,159411.93333333335
1536,120505.02666666666
1537,87190.5319047619
1538,188820.60142857142
1539,250050.80933333334
1540,120343.24333333335
1541,157622.63809523813
1542,148380.37365079363
1543,202533.11
1544,85417.87619047619
1545,108566.45238095237
1546,121739.07238095236
1547,135059.66666666666
1548,135013.30114285715
1549,114677.73333333332
1550,145401.29523809525
1551,118779.87333333334
1552,149995.60166666665
1553,146139.58142857143
1554,117223.14361904762
1555,173718.6704761905
1556,117952.46095238095
1557,123555.7888888889
1558,108995.66666666666
1559,121437.29555555555
1560,153923.29523809525
1561,160574.97333333333
1562,123562.3401904762
1563,122771.66857142857
1564,157959.126
1565,150170.36533333332
1566,226234.78666666665
1567,85920.3919047619
1568,227072.484
1569,150942.01333333334
1570,118069.23085714289
1571,127267.39777777778
1572,141281.46666666667
1573,239963.46666666665
1574,136616.7
1575,204332.8822857143
1576,206912.83333333337
1577,204942.65047619044
1578,151973.45666666667
1579,145637.01904761902
1580,189136.33333333337
1581,137219.46666666667
1582,127407.11428571427
1583,322083.360952381
1584,234171.86666666667
1585,139523.11904761905
1586,76110.87190476191
1587,94645.49333333335
1588,152656.07123809523
1589,103463.59800000001
1590,139539.99999999997
1591,110045.73333333334
1592,129434.53666666667
1593,111037.64476190478
1594,152603.05365079368
1595,136107.32666666666
1596,231030.31999999992
1597,169904.7114285714
1598,190451.7185714286
1599,199288.63238095236
1600,192862.72
1601,73876.02952380953
1602,116893.7
1603,90228.6398095238
1604,280285.7466666667
1605,251403.46999999997
1606,172932.22400000002
1607,183953.47857142857
1608,212255.66190476186
1609,200853.88238095236
1610,157452.50666666668
1611,156396.6
1612,148614.64666666667
1613,171550.85142857142
1614,118423.21095238093
1615,82879.99999999999
1616,82438.99999999999
1617,85832.66666666666
1618,128808.73650793653
1619,132627.2
1620,160321.30222222224
1621,145578.94190476192
1622,146071.62
1623,298601.0953968254
1624,211264.70000000004
1625,133550.80666666667
1626,178459.4
1627,183216.3142857143
1628,281473.0046666667
1629,176748.36190476187
1630,323108.48000000004
1631,231675.74933333337
1632,246696.5493333334
1633,169012.06666666668
1634,186033.98095238098
1635,182271.7333333333
1636,165051.80533333335
1637,175025.05380952382
1638,200096.5
1639,177453.6476190476
1640,252382.26
1641,183425.5476190476
1642,218483.31066666666
1643,226570.08776190478
1644,218677.56776190473
1645,172763.0476190476
1646,153093.67219047618
1647,164502.32857142857
1648,137340.02
1649,138765.4
1650,120675.27999999998
1651,119120.55047619046
1652,93787.04761904762
1653,93720.1523809524
1654,158218.33333333337
1655,150739.06666666668
1656,150291.6666666667
1657,157974.33333333337
1658,154908.0
1659,143114.46666666667
1660,144005.4
1661,449818.9838095238
1662,389861.5760000001
1663,378274.11799999996
1664,437366.2953333333
1665,323049.19190476194
1666,321747.32095238095
1667,346864.55587301584
1668,329106.878
1669,297607.2664761905
1670,336981.7893333334
1671,254331.69600000005
1672,489523.6506349207
1673,305389.82
1674,247745.672
1675,189875.2377142857
1676,191992.8308571429
1677,219282.79952380952
1678,446823.9498095238
1679,382454.1135873016
1680,337601.29790476186
1681,281932.4485714286
1682,297507.5466666667
1683,185538.6676190476
1684,173515.80666666664
1685,173630.66200000004
1686,167473.49142857143
1687,165774.65714285715
1688,184034.1133333333
1689,186156.84666666668
1690,183592.11666666667
1691,171826.10466666665
1692,266765.958
1693,167959.16
1694,183422.53333333335
1695,170086.93333333335
1696,264421.37444444443
1697,174255.1066666667
1698,349457.476
1699,301285.16000000003
1700,244264.06285714282
1701,265175.4323809524
1702,252153.0035714286
1703,249744.9506666666
1704,286939.701
1705,241907.41942857142
1706,446415.11400000006
1707,214458.85676190478
1708,207144.27999999997
1709,273182.49219047616
1710,233014.29676190476
1711,251014.80395238093
1712,221985.435
1713,255735.23314285718
1714,219088.72133333332
1715,204204.8071428571
1716,186346.48492063492
1717,180321.73285714284
1718,155266.57904761902
1719,209311.38000000003
1720,255165.8199047619
1721,172483.25238095238
1722,131580.05
1723,156939.1206349206
1724,213202.69209523808
1725,237307.88555555555
1726,182172.87777777776
1727,171659.07
1728,185520.56746031746
1729,165456.11
1730,169819.8
1731,118034.0888888889
1732,133239.78095238094
1733,122509.21333333333
1734,130281.60000000002
1735,133258.2333333333
1736,116530.46666666666
1737,351344.31396825396
1738,212200.7580952381
1739,275106.558984127
1740,178666.41333333336
1741,183798.12
1742,175742.05
1743,182446.12
1744,298788.48
1745,231739.1666666667
1746,285609.91904761904
1747,205128.5119047619
1748,200962.3676190476
1749,155799.72047619047
1750,145137.37238095238
1751,225806.69857142857
1752,120716.70476190474
1753,133554.286
1754,206164.45555555556
1755,160546.1804761905
1756,114833.37276190477
1757,113003.90666666666
1758,143003.72999999998
1759,177152.75714285715
1760,156907.1666666667
1761,153640.65333333332
1762,165774.54057142854
1763,173251.39952380952
1764,114962.74222222224
1765,166567.53333333333
1766,160705.0
1767,211543.6238095238
1768,137775.32936507938
1769,162537.85333333333
1770,141777.0
1771,121878.73428571428
1772,123588.5707936508
1773,132033.6238095238
1774,128523.39
1775,139563.51428571428
1776,125053.34714285715
1777,115287.08888888889
1778,128858.06666666667
1779,110347.24888888888
1780,180769.08666666667
1781,129903.33333333336
1782,96908.67523809522
1783,127426.67066666669
1784,85481.22666666668
1785,115638.87936507937
1786,140777.47666666665
1787,180845.58095238096
1788,63470.63666666666
1789,98079.53333333334
1790,84963.96857142859
1791,181655.42666666667
1792,153140.00000000003
1793,145595.35238095236
1794,148111.6314285714
1795,144661.06746031746
1796,112969.74514285714
1797,124897.39619047618
1798,123942.9619047619
1799,109165.52
1800,125801.05714285714
1801,130628.02904761904
1802,158707.18666666665
1803,156950.75047619047
1804,140375.92285714284
1805,137377.58095238096
1806,113336.55238095239
1807,154260.6507936508
1808,123856.39809523811
1809,135228.26126984126
1810,148551.2
1811,117475.90333333334
1812,114434.6933333333
1813,124752.95238095237
1814,101438.35396825397
1815,68323.43380952379
1816,93763.56
1817,118514.67800000001
1818,132995.66666666666
1819,117628.58955555556
1820,66491.59323809524
1821,117288.13333333332
1822,161950.33333333334
1823,62987.28371428572
1824,128278.58
1825,130394.76333333332
1826,103767.92857142858
1827,106528.83936507936
1828,136892.57904761905
1829,112038.60126984127
1830,156095.83333333334
1831,166010.3333333333
1832,116606.00333333334
1833,150253.0761904762
1834,138311.99555555556
1835,160488.85714285713
1836,122652.63333333335
1837,100811.56666666668
1838,135297.98
1839,77595.20952380952
1840,166652.01266666665
1841,147416.51666666666
1842,101651.03333333335
1843,143025.83333333334
1844,133378.01269841273
1845,146775.9388888889
1846,145608.95238095237
1847,142831.736
1848,64874.07933333333
1849,114298.06266666665
1850,132833.5488095238
1851,150052.08666666667
1852,132810.0833333333
1853,140331.2
1854,170332.44
1855,145917.4860952381
1856,219918.85390476187
1857,140932.37999999998
1858,140753.37790476193
1859,120572.10342857144
1860,154294.18866666665
1861,120572.10342857144
1862,265886.2133333333
1863,259249.54666666663
1864,259249.54666666663
1865,329184.84466666664
1866,341609.22866666666
1867,248204.83866666668
1868,312854.3777777778
1869,199860.77457142857
1870,250724.69266666667
1871,267890.0585714286
1872,172155.74333333335
1873,231651.50333333336
1874,142460.80952380953
1875,201736.4428571429
1876,188385.1666666667
1877,201941.64952380952
1878,209256.44285714283
1879,138278.6380952381
1880,135372.59428571427
1881,231733.16666666663
1882,254197.9286666667
1883,194010.01904761902
1884,223772.97390476192
1885,263631.7942857143
1886,298353.00095238094
1887,208716.13333333336
1888,266848.83095238096
1889,156020.34866666666
1890,131681.44095238097
1891,144637.61238095237
1892,115178.82
1893,130607.1466666667
1894,131897.9866666667
1895,149183.4
1896,112850.62047619047
1897,110522.30047619049
1898,107461.05828571427
1899,128874.78714285715
1900,135686.9878095238
1901,166110.80000000002
1902,142308.6857142857
1903,228966.2323809524
1904,131821.2738095238
1905,169752.38857142857
1906,148931.4
1907,218526.27733333333
1908,112253.30095238095
1909,141703.552
1910,125240.50044444443
1911,189843.79619047622
1912,259798.67695238098
1913,139056.13333333333
1914,66712.87952380952
1915,326318.4209523809
1916,80909.59333333332
1917,256244.33952380955
1918,138177.25174603175
1919,155137.08428571426
1920,163267.23904761908
1921,408568.68066666665
1922,342289.96266666666
1923,202229.92
1924,237078.63333333336
1925,224829.4666666667
1926,372967.7180952381
1927,138779.49333333332
1928,156848.29866666664
1929,128022.23809523808
1930,120475.05895238095
1931,142146.46666666667
1932,138834.24914285715
1933,169190.57866666667
1934,180774.620952381
1935,179966.25666666665
1936,191685.64761904764
1937,181957.9476190476
1938,174938.8633333333
1939,257434.63466666668
1940,192465.4
1941,177536.78095238097
1942,187636.03333333333
1943,197938.33333333337
1944,328331.1266666667
1945,370580.75428571436
1946,170250.65333333335
1947,331960.1902857143
1948,174097.85333333336
1949,249123.56000000003
1950,182162.99523809523
1951,284569.8595238096
1952,238841.79323809527
1953,167322.9859047619
1954,198598.00000000003
1955,129873.42666666664
1956,297443.03428571427
1957,163387.97
1958,299979.6673333333
1959,147053.75199999998
1960,122185.34857142856
1961,117025.20952380954
1962,100040.86666666665
1963,102630.14285714284
1964,117123.64857142857
1965,153597.0
1966,149539.93333333335
1967,309936.66
1968,401278.6453333333
1969,380690.076952381
1970,428373.85647619044
1971,424531.65847619047
1972,348407.841047619
1973,276170.8813333334
1974,308876.91333333333
1975,447112.89933333336
1976,261514.94628571425
1977,371266.48853968264
1978,368884.86844444444
1979,334048.62790476193
1980,195307.8041904762
1981,334182.97971428576
1982,241034.99
1983,222276.53333333333
1984,170404.0723809524
1985,213414.14190476187
